date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2014-12-01,5.02,1.27,30,"1984-12-01 2013-12-01",96.21,2.02,30,"1984-12-01 2013-12-01",7.83,1.19,30,"1984-12-01 2013-12-01",17.73,3.27,30,"1984-12-01 2013-12-01",1.58,1.49,30,"1984-12-01 2013-12-01",79.5,3.68,30,"1984-12-01 2013-12-01",2.01,1.34,30,"1984-12-01 2013-12-01",3.28,1.66,30,"1984-12-01 2013-12-01",430.06,139.1,30,"1984-12-01 2013-12-01",421.93,138.13,30,"1984-12-01 2013-12-01",8.94,12.78,30,"1984-12-01 2013-12-01",0.4,1.38,30,"1984-12-01 2013-12-01",,,,
2014-11-01,6.96,1.52,30,"1984-11-01 2013-11-01",96.65,1.87,30,"1984-11-01 2013-11-01",9.92,1.32,30,"1984-11-01 2013-11-01",18.74,3.3,30,"1984-11-01 2013-11-01",3.39,1.98,30,"1984-11-01 2013-11-01",77.6,4.71,30,"1984-11-01 2013-11-01",3.74,1.65,30,"1984-11-01 2013-11-01",3.2,1.42,30,"1984-11-01 2013-11-01",479.85,157.27,30,"1984-11-01 2013-11-01",477.03,157.59,30,"1984-11-01 2013-11-01",2.85,6.19,30,"1984-11-01 2013-11-01",0.1,0.16,29,"1984-11-01 2013-11-01",,,,
2014-10-01,9.93,0.81,30,"1984-10-01 2013-10-01",97.65,1.49,30,"1984-10-01 2013-10-01",13.55,0.82,30,"1984-10-01 2013-10-01",18.31,3.21,30,"1984-10-01 2013-10-01",6.2,1.05,30,"1984-10-01 2013-10-01",73.75,3.79,30,"1984-10-01 2013-10-01",6.5,0.98,30,"1984-10-01 2013-10-01",2.18,1.27,30,"1984-10-01 2013-10-01",340.1,153.62,30,"1984-10-01 2013-10-01",340.06,153.59,30,"1984-10-01 2013-10-01",0.04,0.22,30,"1984-10-01 2013-10-01",0,0,29,"1984-10-01 2013-10-01",,,,
2014-09-01,12.76,0.81,30,"1984-09-01 2013-09-01",97.93,1.52,30,"1984-09-01 2013-09-01",17.73,1.09,30,"1984-09-01 2013-09-01",17.11,2.7,30,"1984-09-01 2013-09-01",9.11,1.14,30,"1984-09-01 2013-09-01",68.86,4.67,30,"1984-09-01 2013-09-01",9.35,1.08,30,"1984-09-01 2013-09-01",1.12,0.85,30,"1984-09-01 2013-09-01",139.91,87.36,29,"1984-09-01 2013-09-01",139.91,87.36,29,"1984-09-01 2013-09-01",0,0,29,"1984-09-01 2013-09-01",0,0,28,"1984-09-01 2013-09-01",,,,
2014-08-01,13.83,0.67,30,"1984-08-01 2013-08-01",97.93,1.48,30,"1984-08-01 2013-08-01",18.94,0.98,30,"1984-08-01 2013-08-01",17.72,2.33,30,"1984-08-01 2013-08-01",10.88,0.97,30,"1984-08-01 2013-08-01",70.55,5.31,30,"1984-08-01 2013-08-01",10.97,0.78,30,"1984-08-01 2013-08-01",1.22,0.82,30,"1984-08-01 2013-08-01",92.08,86.56,30,"1984-08-01 2013-08-01",92.08,86.56,30,"1984-08-01 2013-08-01",0,0,30,"1984-08-01 2013-08-01",0,0,28,"1984-08-01 2013-08-01",,,,
2014-07-01,13.18,0.76,30,"1984-07-01 2013-07-01",97.05,1.67,30,"1984-07-01 2013-07-01",18.83,1.1,30,"1984-07-01 2013-07-01",19.72,2.68,30,"1984-07-01 2013-07-01",10.28,0.94,30,"1984-07-01 2013-07-01",67.24,4.42,30,"1984-07-01 2013-07-01",10.63,0.79,30,"1984-07-01 2013-07-01",1.66,1,30,"1984-07-01 2013-07-01",61.57,49.46,30,"1984-07-01 2013-07-01",61.57,49.46,30,"1984-07-01 2013-07-01",0,0,30,"1984-07-01 2013-07-01",0,0,28,"1984-07-01 2013-07-01",,,,
2014-06-01,11.36,0.78,30,"1984-06-01 2013-06-01",96.12,1.83,30,"1984-06-01 2013-06-01",16.6,1.22,30,"1984-06-01 2013-06-01",20.78,3.56,30,"1984-06-01 2013-06-01",8.19,0.95,30,"1984-06-01 2013-06-01",66.9,4.57,30,"1984-06-01 2013-06-01",9.09,0.82,30,"1984-06-01 2013-06-01",2.2,1.02,30,"1984-06-01 2013-06-01",118.61,62.08,29,"1984-06-01 2013-06-01",118.61,62.08,29,"1984-06-01 2013-06-01",0,0,29,"1984-06-01 2013-06-01",0,0,27,"1984-06-01 2013-06-01",,,,
2014-05-01,9.09,0.96,30,"1984-05-01 2013-05-01",96,1.89,30,"1984-05-01 2013-05-01",14.34,1.16,30,"1984-05-01 2013-05-01",21.66,2.82,30,"1984-05-01 2013-05-01",5.64,1.07,30,"1984-05-01 2013-05-01",65.58,3.93,30,"1984-05-01 2013-05-01",6.5,1.01,30,"1984-05-01 2013-05-01",2.41,0.92,30,"1984-05-01 2013-05-01",158.66,77.72,30,"1984-05-01 2013-05-01",158.66,77.72,30,"1984-05-01 2013-05-01",0,0,30,"1984-05-01 2013-05-01",0,0,28,"1984-05-01 2013-05-01",,,,
2014-04-01,6.91,0.89,30,"1984-04-01 2013-04-01",96,1.82,30,"1984-04-01 2013-04-01",11.67,1.06,30,"1984-04-01 2013-04-01",22.4,2.99,30,"1984-04-01 2013-04-01",3.11,1.02,30,"1984-04-01 2013-04-01",66.6,3.95,30,"1984-04-01 2013-04-01",4.02,1,30,"1984-04-01 2013-04-01",2.9,1.29,30,"1984-04-01 2013-04-01",263.41,105.81,30,"1984-04-01 2013-04-01",262.78,106.06,30,"1984-04-01 2013-04-01",0.63,1.39,30,"1984-04-01 2013-04-01",0.1,0.36,30,"1984-04-01 2013-04-01",,,,
2014-03-01,5.6,1.09,30,"1984-03-01 2013-03-01",95.69,2.15,30,"1984-03-01 2013-03-01",9.76,1.22,30,"1984-03-01 2013-03-01",21.73,3.1,30,"1984-03-01 2013-03-01",1.89,1.23,30,"1984-03-01 2013-03-01",69.07,3.92,30,"1984-03-01 2013-03-01",2.7,1.02,30,"1984-03-01 2013-03-01",3.58,1.77,30,"1984-03-01 2013-03-01",349.54,109.26,30,"1984-03-01 2013-03-01",343.68,112.49,30,"1984-03-01 2013-03-01",5.83,9.98,30,"1984-03-01 2013-03-01",0.1,0.32,30,"1984-03-01 2013-03-01",,,,
2014-02-01,4.87,1.49,30,"1984-02-01 2013-02-01",95.65,2.42,30,"1984-02-01 2013-02-01",8.82,1.24,30,"1984-02-01 2013-02-01",18.89,3.88,30,"1984-02-01 2013-02-01",0.94,2.04,30,"1984-02-01 2013-02-01",70.34,6.91,30,"1984-02-01 2013-02-01",1.89,1.5,30,"1984-02-01 2013-02-01",3.3,1.86,30,"1984-02-01 2013-02-01",312.78,146.43,30,"1984-02-01 2013-02-01",304.56,143.44,30,"1984-02-01 2013-02-01",8.15,12.77,30,"1984-02-01 2013-02-01",0.1,0.28,30,"1984-02-01 2013-02-01",,,,
2014-01-01,5.21,1.32,30,"1984-01-01 2013-01-01",96.76,1.9,30,"1984-01-01 2013-01-01",8.09,1.04,30,"1984-01-01 2013-01-01",18.31,3.97,30,"1984-01-01 2013-01-01",1.82,1.6,30,"1984-01-01 2013-01-01",78.51,5.11,30,"1984-01-01 2013-01-01",2.28,1.48,30,"1984-01-01 2013-01-01",3.42,1.85,30,"1984-01-01 2013-01-01",487.92,159.93,30,"1984-01-01 2013-01-01",478.87,161.23,30,"1984-01-01 2013-01-01",9.05,14.76,30,"1984-01-01 2013-01-01",0.3,0.74,29,"1984-01-01 2013-01-01",,,,
2013-12-01,4.93,1.39,30,"1983-12-01 2012-12-01",96.07,2.03,30,"1983-12-01 2012-12-01",7.81,1.22,30,"1983-12-01 2012-12-01",17.9,3.17,30,"1983-12-01 2012-12-01",1.44,1.7,30,"1983-12-01 2012-12-01",79,4.42,30,"1983-12-01 2012-12-01",1.88,1.49,30,"1983-12-01 2012-12-01",3.24,1.66,30,"1983-12-01 2012-12-01",430.62,138.07,30,"1983-12-01 2012-12-01",422.55,137.03,30,"1983-12-01 2012-12-01",8.89,12.82,30,"1983-12-01 2012-12-01",0.4,1.38,30,"1983-12-01 2012-12-01",,,,
2013-11-01,6.97,1.52,30,"1983-11-01 2012-11-01",96.53,1.81,30,"1983-11-01 2012-11-01",9.95,1.33,30,"1983-11-01 2012-11-01",19.02,3.47,30,"1983-11-01 2012-11-01",3.38,1.98,30,"1983-11-01 2012-11-01",77.42,4.85,30,"1983-11-01 2012-11-01",3.77,1.65,30,"1983-11-01 2012-11-01",3.27,1.41,30,"1983-11-01 2012-11-01",487.45,154.05,30,"1983-11-01 2012-11-01",484.62,154.52,30,"1983-11-01 2012-11-01",2.85,6.19,30,"1983-11-01 2012-11-01",0.1,0.16,29,"1983-11-01 2012-11-01",,,,
2013-10-01,9.9,0.82,30,"1983-10-01 2012-10-01",97.66,1.49,30,"1983-10-01 2012-10-01",13.52,0.82,30,"1983-10-01 2012-10-01",18.44,3.14,30,"1983-10-01 2012-10-01",6.15,1.08,30,"1983-10-01 2012-10-01",73.84,3.8,30,"1983-10-01 2012-10-01",6.43,1.03,30,"1983-10-01 2012-10-01",2.16,1.29,30,"1983-10-01 2012-10-01",347.05,146.99,30,"1983-10-01 2012-10-01",347.01,146.96,30,"1983-10-01 2012-10-01",0.04,0.22,30,"1983-10-01 2012-10-01",0,0,29,"1983-10-01 2012-10-01",,,,
2013-09-01,12.66,0.81,30,"1983-09-01 2012-09-01",97.84,1.51,30,"1983-09-01 2012-09-01",17.68,1.09,30,"1983-09-01 2012-09-01",17.12,2.7,30,"1983-09-01 2012-09-01",8.98,1.11,30,"1983-09-01 2012-09-01",68.49,4.57,30,"1983-09-01 2012-09-01",9.24,1.01,30,"1983-09-01 2012-09-01",1.09,0.84,30,"1983-09-01 2012-09-01",134.16,83.68,29,"1983-09-01 2012-09-01",134.16,83.68,29,"1983-09-01 2012-09-01",0,0,29,"1983-09-01 2012-09-01",0,0,28,"1983-09-01 2012-09-01",,,,
2013-08-01,13.79,0.64,30,"1983-08-01 2012-08-01",97.79,1.5,30,"1983-08-01 2012-08-01",18.98,0.99,30,"1983-08-01 2012-08-01",17.83,2.45,30,"1983-08-01 2012-08-01",10.81,0.94,30,"1983-08-01 2012-08-01",70.02,5.12,30,"1983-08-01 2012-08-01",10.92,0.74,30,"1983-08-01 2012-08-01",1.18,0.81,30,"1983-08-01 2012-08-01",89.13,85.14,30,"1983-08-01 2012-08-01",89.13,85.14,30,"1983-08-01 2012-08-01",0,0,30,"1983-08-01 2012-08-01",0,0,28,"1983-08-01 2012-08-01",,,,
2013-07-01,13.18,0.76,30,"1983-07-01 2012-07-01",96.95,1.64,30,"1983-07-01 2012-07-01",18.81,1.1,30,"1983-07-01 2012-07-01",19.76,2.7,30,"1983-07-01 2012-07-01",10.26,0.94,30,"1983-07-01 2012-07-01",67.3,4.43,30,"1983-07-01 2012-07-01",10.63,0.79,30,"1983-07-01 2012-07-01",1.63,0.98,30,"1983-07-01 2012-07-01",68.92,56.85,30,"1983-07-01 2012-07-01",68.92,56.85,30,"1983-07-01 2012-07-01",0,0,30,"1983-07-01 2012-07-01",0,0,28,"1983-07-01 2012-07-01",,,,
2013-06-01,11.31,0.73,30,"1983-06-01 2012-06-01",95.97,1.76,30,"1983-06-01 2012-06-01",16.58,1.22,30,"1983-06-01 2012-06-01",20.75,3.55,30,"1983-06-01 2012-06-01",8.14,0.9,30,"1983-06-01 2012-06-01",66.83,4.53,30,"1983-06-01 2012-06-01",9.05,0.78,30,"1983-06-01 2012-06-01",2.1,1.01,30,"1983-06-01 2012-06-01",122.11,62.53,29,"1983-06-01 2012-06-01",122.11,62.53,29,"1983-06-01 2012-06-01",0,0,29,"1983-06-01 2012-06-01",0,0,27,"1983-06-01 2012-06-01",,,,
2013-05-01,9.09,0.96,30,"1983-05-01 2012-05-01",95.85,1.83,30,"1983-05-01 2012-05-01",14.39,1.21,30,"1983-05-01 2012-05-01",21.74,2.78,30,"1983-05-01 2012-05-01",5.6,1.03,30,"1983-05-01 2012-05-01",65.27,3.85,30,"1983-05-01 2012-05-01",6.47,0.98,30,"1983-05-01 2012-05-01",2.33,0.93,30,"1983-05-01 2012-05-01",155.25,79.06,30,"1983-05-01 2012-05-01",155.25,79.06,30,"1983-05-01 2012-05-01",0,0,30,"1983-05-01 2012-05-01",0,0,28,"1983-05-01 2012-05-01",,,,
2013-04-01,6.9,0.89,30,"1983-04-01 2012-04-01",95.9,1.83,30,"1983-04-01 2012-04-01",11.72,1.1,30,"1983-04-01 2012-04-01",22.26,2.96,30,"1983-04-01 2012-04-01",3.07,1.03,30,"1983-04-01 2012-04-01",66.29,4.3,30,"1983-04-01 2012-04-01",3.97,1,30,"1983-04-01 2012-04-01",2.8,1.33,30,"1983-04-01 2012-04-01",257.31,109.48,30,"1983-04-01 2012-04-01",256.68,109.69,30,"1983-04-01 2012-04-01",0.63,1.39,30,"1983-04-01 2012-04-01",0.1,0.36,30,"1983-04-01 2012-04-01",,,,
2013-03-01,5.63,1.11,30,"1983-03-01 2012-03-01",95.57,2.14,30,"1983-03-01 2012-03-01",9.82,1.27,30,"1983-03-01 2012-03-01",21.76,3.11,30,"1983-03-01 2012-03-01",1.89,1.23,30,"1983-03-01 2012-03-01",68.9,4.03,30,"1983-03-01 2012-03-01",2.73,1.04,30,"1983-03-01 2012-03-01",3.58,1.77,30,"1983-03-01 2012-03-01",351.05,110.1,30,"1983-03-01 2012-03-01",345.22,113.4,30,"1983-03-01 2012-03-01",5.79,10,30,"1983-03-01 2012-03-01",0.1,0.32,30,"1983-03-01 2012-03-01",,,,
2013-02-01,4.92,1.53,30,"1983-02-01 2012-02-01",95.64,2.4,30,"1983-02-01 2012-02-01",8.91,1.25,30,"1983-02-01 2012-02-01",19.07,3.96,30,"1983-02-01 2012-02-01",0.94,2.04,30,"1983-02-01 2012-02-01",69.97,6.48,30,"1983-02-01 2012-02-01",1.91,1.52,30,"1983-02-01 2012-02-01",3.26,1.83,30,"1983-02-01 2012-02-01",314.47,148.51,30,"1983-02-01 2012-02-01",306.25,145.65,30,"1983-02-01 2012-02-01",8.15,12.77,30,"1983-02-01 2012-02-01",0.1,0.28,30,"1983-02-01 2012-02-01",,,,
2013-01-01,5.27,1.34,30,"1983-01-01 2012-01-01",96.63,1.84,30,"1983-01-01 2012-01-01",8.18,1.06,30,"1983-01-01 2012-01-01",18.65,4.09,30,"1983-01-01 2012-01-01",1.88,1.63,30,"1983-01-01 2012-01-01",78.22,5.03,30,"1983-01-01 2012-01-01",2.36,1.51,30,"1983-01-01 2012-01-01",3.55,1.84,30,"1983-01-01 2012-01-01",501.07,153.5,30,"1983-01-01 2012-01-01",492.02,155.62,30,"1983-01-01 2012-01-01",9.05,14.76,30,"1983-01-01 2012-01-01",0.3,0.74,29,"1983-01-01 2012-01-01",,,,
2012-12-01,4.94,1.39,30,"1982-12-01 2011-12-01",96.01,1.97,30,"1982-12-01 2011-12-01",7.86,1.19,30,"1982-12-01 2011-12-01",17.95,3.18,30,"1982-12-01 2011-12-01",1.38,1.71,30,"1982-12-01 2011-12-01",78.64,4.11,30,"1982-12-01 2011-12-01",1.83,1.5,30,"1982-12-01 2011-12-01",3.27,1.66,30,"1982-12-01 2011-12-01",429.62,138.22,30,"1982-12-01 2011-12-01",421.81,137.12,30,"1982-12-01 2011-12-01",8.62,12.91,30,"1982-12-01 2011-12-01",0.4,1.38,30,"1982-12-01 2011-12-01",,,,
2012-11-01,6.89,1.54,30,"1982-11-01 2011-11-01",96.49,1.78,30,"1982-11-01 2011-11-01",9.92,1.33,30,"1982-11-01 2011-11-01",18.9,3.5,30,"1982-11-01 2011-11-01",3.24,2,30,"1982-11-01 2011-11-01",77.08,5.02,30,"1982-11-01 2011-11-01",3.64,1.68,30,"1982-11-01 2011-11-01",3.13,1.41,30,"1982-11-01 2011-11-01",490.24,152.29,30,"1982-11-01 2011-11-01",487.41,152.81,30,"1982-11-01 2011-11-01",2.85,6.19,30,"1982-11-01 2011-11-01",0.1,0.16,29,"1982-11-01 2011-11-01",,,,
2012-10-01,9.94,0.81,30,"1982-10-01 2011-10-01",97.65,1.48,30,"1982-10-01 2011-10-01",13.54,0.82,30,"1982-10-01 2011-10-01",18.53,3.2,30,"1982-10-01 2011-10-01",6.14,1.08,30,"1982-10-01 2011-10-01",73.85,3.8,30,"1982-10-01 2011-10-01",6.4,1.03,30,"1982-10-01 2011-10-01",2.17,1.29,30,"1982-10-01 2011-10-01",347.83,147.58,30,"1982-10-01 2011-10-01",347.79,147.55,30,"1982-10-01 2011-10-01",0.04,0.22,30,"1982-10-01 2011-10-01",0,0,29,"1982-10-01 2011-10-01",,,,
2012-09-01,12.68,0.81,30,"1982-09-01 2011-09-01",97.81,1.49,30,"1982-09-01 2011-09-01",17.66,1.08,30,"1982-09-01 2011-09-01",17.11,2.7,30,"1982-09-01 2011-09-01",8.97,1.11,30,"1982-09-01 2011-09-01",68.6,4.51,30,"1982-09-01 2011-09-01",9.24,1.01,30,"1982-09-01 2011-09-01",1.09,0.84,30,"1982-09-01 2011-09-01",137.65,81.21,29,"1982-09-01 2011-09-01",137.65,81.21,29,"1982-09-01 2011-09-01",0,0,29,"1982-09-01 2011-09-01",0,0,28,"1982-09-01 2011-09-01",,,,
2012-08-01,13.78,0.64,30,"1982-08-01 2011-08-01",97.77,1.5,30,"1982-08-01 2011-08-01",18.95,0.97,30,"1982-08-01 2011-08-01",17.78,2.42,30,"1982-08-01 2011-08-01",10.78,0.95,30,"1982-08-01 2011-08-01",70.06,5.09,30,"1982-08-01 2011-08-01",10.88,0.74,30,"1982-08-01 2011-08-01",1.14,0.81,30,"1982-08-01 2011-08-01",90.58,84.21,30,"1982-08-01 2011-08-01",90.58,84.21,30,"1982-08-01 2011-08-01",0,0,30,"1982-08-01 2011-08-01",0,0,28,"1982-08-01 2011-08-01",,,,
2012-07-01,13.16,0.76,30,"1982-07-01 2011-07-01",96.91,1.62,30,"1982-07-01 2011-07-01",18.81,1.11,30,"1982-07-01 2011-07-01",19.86,2.71,30,"1982-07-01 2011-07-01",10.22,0.94,30,"1982-07-01 2011-07-01",67.17,4.29,30,"1982-07-01 2011-07-01",10.6,0.79,30,"1982-07-01 2011-07-01",1.56,1,30,"1982-07-01 2011-07-01",69.45,56.69,30,"1982-07-01 2011-07-01",69.45,56.69,30,"1982-07-01 2011-07-01",0,0,30,"1982-07-01 2011-07-01",0,0,28,"1982-07-01 2011-07-01",,,,
2012-06-01,11.32,0.72,30,"1982-06-01 2011-06-01",95.94,1.74,30,"1982-06-01 2011-06-01",16.67,1.2,30,"1982-06-01 2011-06-01",20.71,3.55,30,"1982-06-01 2011-06-01",8.14,0.9,30,"1982-06-01 2011-06-01",66.58,4.46,30,"1982-06-01 2011-06-01",9.03,0.78,30,"1982-06-01 2011-06-01",1.98,0.97,30,"1982-06-01 2011-06-01",117.78,61.75,29,"1982-06-01 2011-06-01",117.78,61.75,29,"1982-06-01 2011-06-01",0,0,29,"1982-06-01 2011-06-01",0,0,27,"1982-06-01 2011-06-01",,,,
2012-05-01,9.08,0.96,30,"1982-05-01 2011-05-01",95.76,1.8,30,"1982-05-01 2011-05-01",14.37,1.22,30,"1982-05-01 2011-05-01",21.72,2.78,30,"1982-05-01 2011-05-01",5.57,1.06,30,"1982-05-01 2011-05-01",65.32,3.81,30,"1982-05-01 2011-05-01",6.44,1.01,30,"1982-05-01 2011-05-01",2.27,0.97,30,"1982-05-01 2011-05-01",153.13,80.8,30,"1982-05-01 2011-05-01",153.13,80.8,30,"1982-05-01 2011-05-01",0,0,30,"1982-05-01 2011-05-01",0,0,28,"1982-05-01 2011-05-01",,,,
2012-04-01,6.83,0.94,30,"1982-04-01 2011-04-01",95.88,1.82,30,"1982-04-01 2011-04-01",11.69,1.12,30,"1982-04-01 2011-04-01",22.26,2.96,30,"1982-04-01 2011-04-01",2.96,1.11,30,"1982-04-01 2011-04-01",66.05,4.35,30,"1982-04-01 2011-04-01",3.85,1.1,30,"1982-04-01 2011-04-01",2.69,1.33,30,"1982-04-01 2011-04-01",255.95,109.88,30,"1982-04-01 2011-04-01",255.32,110.08,30,"1982-04-01 2011-04-01",0.63,1.39,30,"1982-04-01 2011-04-01",0.1,0.36,30,"1982-04-01 2011-04-01",,,,
2012-03-01,5.63,1.11,30,"1982-03-01 2011-03-01",95.53,2.11,30,"1982-03-01 2011-03-01",9.87,1.23,30,"1982-03-01 2011-03-01",21.61,3.02,30,"1982-03-01 2011-03-01",1.85,1.28,30,"1982-03-01 2011-03-01",68.65,4.12,30,"1982-03-01 2011-03-01",2.69,1.1,30,"1982-03-01 2011-03-01",3.45,1.79,30,"1982-03-01 2011-03-01",342.1,113.33,30,"1982-03-01 2011-03-01",336.44,116.34,30,"1982-03-01 2011-03-01",5.63,10.03,30,"1982-03-01 2011-03-01",0.1,0.32,30,"1982-03-01 2011-03-01",,,,
2012-02-01,4.91,1.53,30,"1982-02-01 2011-02-01",95.68,2.43,30,"1982-02-01 2011-02-01",8.86,1.28,30,"1982-02-01 2011-02-01",19.11,4,30,"1982-02-01 2011-02-01",0.91,2.03,30,"1982-02-01 2011-02-01",70.12,6.59,30,"1982-02-01 2011-02-01",1.88,1.51,30,"1982-02-01 2011-02-01",3.11,1.78,30,"1982-02-01 2011-02-01",327.07,163.95,30,"1982-02-01 2011-02-01",317.83,159.62,30,"1982-02-01 2011-02-01",9.16,13.35,30,"1982-02-01 2011-02-01",0.2,0.28,30,"1982-02-01 2011-02-01",,,,
2012-01-01,5.24,1.37,30,"1982-01-01 2011-01-01",96.58,1.83,30,"1982-01-01 2011-01-01",8.13,1.13,30,"1982-01-01 2011-01-01",18.49,4.03,30,"1982-01-01 2011-01-01",1.81,1.7,30,"1982-01-01 2011-01-01",78.24,5.03,30,"1982-01-01 2011-01-01",2.29,1.57,30,"1982-01-01 2011-01-01",3.35,1.84,30,"1982-01-01 2011-01-01",496.09,149.41,30,"1982-01-01 2011-01-01",485.4,151.14,30,"1982-01-01 2011-01-01",10.68,16.84,30,"1982-01-01 2011-01-01",0.4,0.98,29,"1982-01-01 2011-01-01",,,,
2011-12-01,4.91,1.4,30,"1981-12-01 2010-12-01",95.85,1.89,30,"1981-12-01 2010-12-01",7.89,1.19,30,"1981-12-01 2010-12-01",18.11,3.21,30,"1981-12-01 2010-12-01",1.28,1.74,30,"1981-12-01 2010-12-01",78.11,4.47,30,"1981-12-01 2010-12-01",1.8,1.5,30,"1981-12-01 2010-12-01",3.22,1.72,30,"1981-12-01 2010-12-01",430.2,137.9,30,"1981-12-01 2010-12-01",421.49,137.3,30,"1981-12-01 2010-12-01",9.53,13.23,30,"1981-12-01 2010-12-01",0.4,1.38,30,"1981-12-01 2010-12-01",,,,
2011-11-01,6.95,1.54,30,"1981-11-01 2010-11-01",96.48,1.77,30,"1981-11-01 2010-11-01",9.98,1.32,30,"1981-11-01 2010-11-01",18.93,3.53,30,"1981-11-01 2010-11-01",3.3,2,30,"1981-11-01 2010-11-01",77.08,5.02,30,"1981-11-01 2010-11-01",3.7,1.67,30,"1981-11-01 2010-11-01",3.03,1.37,30,"1981-11-01 2010-11-01",493.78,150.76,30,"1981-11-01 2010-11-01",491.04,151.29,30,"1981-11-01 2010-11-01",2.76,6.21,30,"1981-11-01 2010-11-01",0.1,0.16,29,"1981-11-01 2010-11-01",,,,
2011-10-01,9.92,0.82,30,"1981-10-01 2010-10-01",97.58,1.45,30,"1981-10-01 2010-10-01",13.54,0.82,30,"1981-10-01 2010-10-01",18.49,3.2,30,"1981-10-01 2010-10-01",6.08,1.1,30,"1981-10-01 2010-10-01",73.75,3.84,30,"1981-10-01 2010-10-01",6.35,1.06,30,"1981-10-01 2010-10-01",2.11,1.31,30,"1981-10-01 2010-10-01",348.95,147.36,30,"1981-10-01 2010-10-01",348.91,147.33,30,"1981-10-01 2010-10-01",0.04,0.22,30,"1981-10-01 2010-10-01",0,0,29,"1981-10-01 2010-10-01",,,,
2011-09-01,12.65,0.8,30,"1981-09-01 2010-09-01",97.72,1.5,30,"1981-09-01 2010-09-01",17.64,1.08,30,"1981-09-01 2010-09-01",17.09,2.68,30,"1981-09-01 2010-09-01",8.92,1.08,30,"1981-09-01 2010-09-01",68.58,4.49,30,"1981-09-01 2010-09-01",9.21,0.98,30,"1981-09-01 2010-09-01",1.08,0.83,30,"1981-09-01 2010-09-01",139.63,84.57,29,"1981-09-01 2010-09-01",139.63,84.57,29,"1981-09-01 2010-09-01",0,0,29,"1981-09-01 2010-09-01",0,0,28,"1981-09-01 2010-09-01",,,,
2011-08-01,13.78,0.64,30,"1981-08-01 2010-08-01",97.68,1.53,30,"1981-08-01 2010-08-01",18.99,0.98,30,"1981-08-01 2010-08-01",17.76,2.43,30,"1981-08-01 2010-08-01",10.75,0.95,30,"1981-08-01 2010-08-01",69.99,5.09,30,"1981-08-01 2010-08-01",10.88,0.74,30,"1981-08-01 2010-08-01",1.1,0.84,30,"1981-08-01 2010-08-01",91.03,84.09,30,"1981-08-01 2010-08-01",91.03,84.09,30,"1981-08-01 2010-08-01",0,0,30,"1981-08-01 2010-08-01",0,0,28,"1981-08-01 2010-08-01",,,,
2011-07-01,13.15,0.77,30,"1981-07-01 2010-07-01",96.77,1.72,30,"1981-07-01 2010-07-01",18.82,1.1,30,"1981-07-01 2010-07-01",19.67,2.62,30,"1981-07-01 2010-07-01",10.22,0.94,30,"1981-07-01 2010-07-01",67.13,4.26,30,"1981-07-01 2010-07-01",10.59,0.79,30,"1981-07-01 2010-07-01",1.49,1.02,30,"1981-07-01 2010-07-01",68.63,56.88,30,"1981-07-01 2010-07-01",68.63,56.88,30,"1981-07-01 2010-07-01",0,0,30,"1981-07-01 2010-07-01",0,0,28,"1981-07-01 2010-07-01",,,,
2011-06-01,11.3,0.73,30,"1981-06-01 2010-06-01",95.86,1.74,30,"1981-06-01 2010-06-01",16.65,1.22,30,"1981-06-01 2010-06-01",20.8,3.57,30,"1981-06-01 2010-06-01",8.11,0.9,30,"1981-06-01 2010-06-01",66.52,4.4,30,"1981-06-01 2010-06-01",9,0.78,30,"1981-06-01 2010-06-01",1.93,1.01,30,"1981-06-01 2010-06-01",125.54,66.07,29,"1981-06-01 2010-06-01",125.54,66.07,29,"1981-06-01 2010-06-01",0,0,29,"1981-06-01 2010-06-01",0,0,27,"1981-06-01 2010-06-01",,,,
2011-05-01,9.12,0.94,30,"1981-05-01 2010-05-01",95.68,1.81,30,"1981-05-01 2010-05-01",14.39,1.19,30,"1981-05-01 2010-05-01",21.71,2.78,30,"1981-05-01 2010-05-01",5.59,1.05,30,"1981-05-01 2010-05-01",65.36,3.83,30,"1981-05-01 2010-05-01",6.47,1.01,30,"1981-05-01 2010-05-01",2.2,1.02,30,"1981-05-01 2010-05-01",151.56,80.35,30,"1981-05-01 2010-05-01",151.56,80.35,30,"1981-05-01 2010-05-01",0,0,30,"1981-05-01 2010-05-01",0,0,28,"1981-05-01 2010-05-01",,,,
