date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2023-07-29,14.1,1.44,450,"1993-07-22 2022-08-05",98.04,2.67,450,"1993-07-22 2022-08-05",19.51,3.4,450,"1993-07-22 2022-08-05",19.14,6.95,450,"1993-07-22 2022-08-05",11.25,1.5,450,"1993-07-22 2022-08-05",68.91,13.5,450,"1993-07-22 2022-08-05",11.39,1.78,450,"1993-07-22 2022-08-05",1.62,3.05,450,"1993-07-22 2022-08-05",1.82,8.5,445,"1993-07-22 2022-08-05",1.82,8.5,445,"1993-07-22 2022-08-05",0,0,445,"1993-07-22 2022-08-05",0,0,416,"1993-07-22 2022-08-05",,,,
2023-07-28,14.09,1.43,450,"1993-07-21 2022-08-04",98.08,2.41,450,"1993-07-21 2022-08-04",19.58,3.44,450,"1993-07-21 2022-08-04",19.21,6.96,450,"1993-07-21 2022-08-04",11.23,1.47,450,"1993-07-21 2022-08-04",68.39,13.56,450,"1993-07-21 2022-08-04",11.37,1.75,450,"1993-07-21 2022-08-04",1.55,2.94,450,"1993-07-21 2022-08-04",1.83,8.51,445,"1993-07-21 2022-08-04",1.83,8.51,445,"1993-07-21 2022-08-04",0,0,445,"1993-07-21 2022-08-04",0,0,416,"1993-07-21 2022-08-04",,,,
2023-07-27,14.07,1.41,450,"1993-07-20 2022-08-03",98.08,2.41,450,"1993-07-20 2022-08-03",19.51,3.4,450,"1993-07-20 2022-08-03",18.96,6.83,450,"1993-07-20 2022-08-03",11.23,1.5,450,"1993-07-20 2022-08-03",68.68,13.63,450,"1993-07-20 2022-08-03",11.38,1.76,450,"1993-07-20 2022-08-03",1.57,2.95,450,"1993-07-20 2022-08-03",1.72,7.65,445,"1993-07-20 2022-08-03",1.72,7.65,445,"1993-07-20 2022-08-03",0,0,445,"1993-07-20 2022-08-03",0,0,416,"1993-07-20 2022-08-03",,,,
2023-07-26,14.05,1.42,450,"1993-07-19 2022-08-02",98.04,2.43,450,"1993-07-19 2022-08-02",19.41,3.33,450,"1993-07-19 2022-08-02",19.04,6.95,450,"1993-07-19 2022-08-02",11.2,1.51,450,"1993-07-19 2022-08-02",68.93,13.4,450,"1993-07-19 2022-08-02",11.38,1.67,450,"1993-07-19 2022-08-02",1.59,2.93,450,"1993-07-19 2022-08-02",1.81,7.74,445,"1993-07-19 2022-08-02",1.81,7.74,445,"1993-07-19 2022-08-02",0,0,445,"1993-07-19 2022-08-02",0,0,416,"1993-07-19 2022-08-02",,,,
2023-07-25,14.03,1.41,450,"1993-07-18 2022-08-01",97.99,2.49,450,"1993-07-18 2022-08-01",19.38,3.29,450,"1993-07-18 2022-08-01",19.13,7.11,450,"1993-07-18 2022-08-01",11.21,1.52,450,"1993-07-18 2022-08-01",69.02,13.1,450,"1993-07-18 2022-08-01",11.41,1.67,450,"1993-07-18 2022-08-01",1.58,2.91,450,"1993-07-18 2022-08-01",1.74,7.34,445,"1993-07-18 2022-08-01",1.74,7.34,445,"1993-07-18 2022-08-01",0,0,445,"1993-07-18 2022-08-01",0,0,416,"1993-07-18 2022-08-01",,,,
2023-07-24,14.01,1.45,450,"1993-07-17 2022-07-31",97.95,2.56,450,"1993-07-17 2022-07-31",19.4,3.33,450,"1993-07-17 2022-07-31",19.07,7.08,450,"1993-07-17 2022-07-31",11.19,1.61,450,"1993-07-17 2022-07-31",68.88,13.27,450,"1993-07-17 2022-07-31",11.43,1.67,450,"1993-07-17 2022-07-31",1.68,3.04,450,"1993-07-17 2022-07-31",1.56,6.26,445,"1993-07-17 2022-07-31",1.56,6.26,445,"1993-07-17 2022-07-31",0,0,445,"1993-07-17 2022-07-31",0,0,416,"1993-07-17 2022-07-31",,,,
2023-07-23,14.01,1.45,450,"1993-07-16 2022-07-30",97.93,2.55,450,"1993-07-16 2022-07-30",19.44,3.37,450,"1993-07-16 2022-07-30",19.1,6.99,450,"1993-07-16 2022-07-30",11.17,1.63,450,"1993-07-16 2022-07-30",68.56,13.46,450,"1993-07-16 2022-07-30",11.43,1.68,450,"1993-07-16 2022-07-30",1.68,3.04,450,"1993-07-16 2022-07-30",1.62,6.19,446,"1993-07-16 2022-07-30",1.62,6.19,446,"1993-07-16 2022-07-30",0,0,446,"1993-07-16 2022-07-30",0,0,416,"1993-07-16 2022-07-30",,,,
2023-07-22,14,1.45,450,"1993-07-15 2022-07-29",97.9,2.57,450,"1993-07-15 2022-07-29",19.41,3.36,450,"1993-07-15 2022-07-29",19.09,6.86,450,"1993-07-15 2022-07-29",11.17,1.62,450,"1993-07-15 2022-07-29",68.59,13.46,450,"1993-07-15 2022-07-29",11.43,1.69,450,"1993-07-15 2022-07-29",1.77,3.11,450,"1993-07-15 2022-07-29",1.76,6.88,446,"1993-07-15 2022-07-29",1.76,6.88,446,"1993-07-15 2022-07-29",0,0,446,"1993-07-15 2022-07-29",0,0,416,"1993-07-15 2022-07-29",,,,
2023-07-21,13.96,1.46,450,"1993-07-14 2022-07-28",97.9,2.55,450,"1993-07-14 2022-07-28",19.35,3.34,450,"1993-07-14 2022-07-28",19.29,6.99,450,"1993-07-14 2022-07-28",11.17,1.64,450,"1993-07-14 2022-07-28",68.68,13.5,450,"1993-07-14 2022-07-28",11.42,1.73,450,"1993-07-14 2022-07-28",1.78,3.09,450,"1993-07-14 2022-07-28",1.82,6.93,445,"1993-07-14 2022-07-28",1.82,6.93,445,"1993-07-14 2022-07-28",0,0,445,"1993-07-14 2022-07-28",0,0,415,"1993-07-14 2022-07-28",,,,
2023-07-20,13.91,1.47,450,"1993-07-13 2022-07-27",97.88,2.57,450,"1993-07-13 2022-07-27",19.28,3.31,450,"1993-07-13 2022-07-27",19.33,7.15,450,"1993-07-13 2022-07-27",11.14,1.65,450,"1993-07-13 2022-07-27",68.76,13.62,450,"1993-07-13 2022-07-27",11.39,1.74,450,"1993-07-13 2022-07-27",1.8,3.11,450,"1993-07-13 2022-07-27",1.97,7.29,444,"1993-07-13 2022-07-27",1.97,7.29,444,"1993-07-13 2022-07-27",0,0,444,"1993-07-13 2022-07-27",0,0,414,"1993-07-13 2022-07-27",,,,
2023-07-19,13.86,1.46,450,"1993-07-12 2022-07-26",97.83,2.68,450,"1993-07-12 2022-07-26",19.18,3.26,450,"1993-07-12 2022-07-26",19.31,7.21,450,"1993-07-12 2022-07-26",11.1,1.68,450,"1993-07-12 2022-07-26",68.92,13.71,450,"1993-07-12 2022-07-26",11.36,1.78,450,"1993-07-12 2022-07-26",1.8,3,450,"1993-07-12 2022-07-26",1.94,6.92,443,"1993-07-12 2022-07-26",1.94,6.92,443,"1993-07-12 2022-07-26",0,0,443,"1993-07-12 2022-07-26",0,0,413,"1993-07-12 2022-07-26",,,,
2023-07-18,13.81,1.47,450,"1993-07-11 2022-07-25",97.74,2.76,450,"1993-07-11 2022-07-25",19.15,3.25,450,"1993-07-11 2022-07-25",19.32,7.29,450,"1993-07-11 2022-07-25",11.05,1.71,450,"1993-07-11 2022-07-25",68.85,13.75,450,"1993-07-11 2022-07-25",11.32,1.81,450,"1993-07-11 2022-07-25",1.82,2.98,450,"1993-07-11 2022-07-25",1.9,6.13,444,"1993-07-11 2022-07-25",1.9,6.13,444,"1993-07-11 2022-07-25",0,0,444,"1993-07-11 2022-07-25",0,0,414,"1993-07-11 2022-07-25",,,,
2023-07-17,13.77,1.48,450,"1993-07-10 2022-07-24",97.7,2.76,450,"1993-07-10 2022-07-24",19.08,3.22,450,"1993-07-10 2022-07-24",19.54,7.41,450,"1993-07-10 2022-07-24",11,1.72,450,"1993-07-10 2022-07-24",68.93,13.8,450,"1993-07-10 2022-07-24",11.3,1.82,450,"1993-07-10 2022-07-24",1.78,2.92,450,"1993-07-10 2022-07-24",1.78,5.56,445,"1993-07-10 2022-07-24",1.78,5.56,445,"1993-07-10 2022-07-24",0,0,445,"1993-07-10 2022-07-24",0,0,415,"1993-07-10 2022-07-24",,,,
2023-07-16,13.71,1.48,450,"1993-07-09 2022-07-23",97.71,2.55,450,"1993-07-09 2022-07-23",18.97,3.18,450,"1993-07-09 2022-07-23",19.48,7.32,450,"1993-07-09 2022-07-23",10.95,1.73,450,"1993-07-09 2022-07-23",69.1,13.84,450,"1993-07-09 2022-07-23",11.27,1.82,450,"1993-07-09 2022-07-23",1.82,2.91,450,"1993-07-09 2022-07-23",1.86,5.73,445,"1993-07-09 2022-07-23",1.86,5.73,445,"1993-07-09 2022-07-23",0,0,445,"1993-07-09 2022-07-23",0,0,415,"1993-07-09 2022-07-23",,,,
2023-07-15,13.66,1.46,450,"1993-07-08 2022-07-22",97.74,2.54,450,"1993-07-08 2022-07-22",18.88,3.12,450,"1993-07-08 2022-07-22",19.32,7.28,450,"1993-07-08 2022-07-22",10.9,1.76,450,"1993-07-08 2022-07-22",69.23,13.92,450,"1993-07-08 2022-07-22",11.2,1.83,450,"1993-07-08 2022-07-22",1.82,2.9,450,"1993-07-08 2022-07-22",1.92,5.75,445,"1993-07-08 2022-07-22",1.92,5.75,445,"1993-07-08 2022-07-22",0,0,445,"1993-07-08 2022-07-22",0,0,415,"1993-07-08 2022-07-22",,,,
2023-07-14,13.58,1.44,450,"1993-07-07 2022-07-21",97.74,2.54,450,"1993-07-07 2022-07-21",18.75,3.01,450,"1993-07-07 2022-07-21",19.54,7.44,450,"1993-07-07 2022-07-21",10.83,1.76,450,"1993-07-07 2022-07-21",69.37,13.74,450,"1993-07-07 2022-07-21",11.16,1.84,450,"1993-07-07 2022-07-21",1.83,2.87,450,"1993-07-07 2022-07-21",2.27,7.13,445,"1993-07-07 2022-07-21",2.27,7.13,445,"1993-07-07 2022-07-21",0,0,445,"1993-07-07 2022-07-21",0,0,415,"1993-07-07 2022-07-21",,,,
2023-07-13,13.51,1.43,450,"1993-07-06 2022-07-20",97.71,2.55,450,"1993-07-06 2022-07-20",18.69,2.91,450,"1993-07-06 2022-07-20",19.66,7.4,450,"1993-07-06 2022-07-20",10.76,1.79,450,"1993-07-06 2022-07-20",69.38,13.63,450,"1993-07-06 2022-07-20",11.1,1.87,450,"1993-07-06 2022-07-20",1.87,2.89,450,"1993-07-06 2022-07-20",2.25,7.12,445,"1993-07-06 2022-07-20",2.25,7.12,445,"1993-07-06 2022-07-20",0,0,445,"1993-07-06 2022-07-20",0,0,415,"1993-07-06 2022-07-20",,,,
2023-07-12,13.43,1.43,450,"1993-07-05 2022-07-19",97.67,2.56,450,"1993-07-05 2022-07-19",18.63,2.88,450,"1993-07-05 2022-07-19",19.79,7.49,450,"1993-07-05 2022-07-19",10.64,1.83,450,"1993-07-05 2022-07-19",69.05,13.81,450,"1993-07-05 2022-07-19",11,1.91,450,"1993-07-05 2022-07-19",1.86,2.91,450,"1993-07-05 2022-07-19",2.45,7.66,446,"1993-07-05 2022-07-19",2.45,7.66,446,"1993-07-05 2022-07-19",0,0,446,"1993-07-05 2022-07-19",0,0,416,"1993-07-05 2022-07-19",,,,
2023-07-11,13.35,1.42,450,"1993-07-04 2022-07-18",97.65,2.56,450,"1993-07-04 2022-07-18",18.55,2.9,450,"1993-07-04 2022-07-18",19.92,7.56,450,"1993-07-04 2022-07-18",10.55,1.84,450,"1993-07-04 2022-07-18",68.89,14.02,450,"1993-07-04 2022-07-18",10.94,1.92,450,"1993-07-04 2022-07-18",1.87,2.97,450,"1993-07-04 2022-07-18",2.47,7.83,447,"1993-07-04 2022-07-18",2.47,7.83,447,"1993-07-04 2022-07-18",0,0,447,"1993-07-04 2022-07-18",0,0,417,"1993-07-04 2022-07-18",,,,
2023-07-10,13.27,1.43,450,"1993-07-03 2022-07-17",97.62,2.59,450,"1993-07-03 2022-07-17",18.47,2.9,450,"1993-07-03 2022-07-17",20.06,7.56,450,"1993-07-03 2022-07-17",10.44,1.85,450,"1993-07-03 2022-07-17",68.78,14.16,450,"1993-07-03 2022-07-17",10.87,1.91,450,"1993-07-03 2022-07-17",1.91,3.02,450,"1993-07-03 2022-07-17",2.46,7.82,447,"1993-07-03 2022-07-17",2.46,7.82,447,"1993-07-03 2022-07-17",0,0,447,"1993-07-03 2022-07-17",0,0,417,"1993-07-03 2022-07-17",,,,
2023-07-09,13.22,1.42,450,"1993-07-02 2022-07-16",97.59,2.59,450,"1993-07-02 2022-07-16",18.41,2.85,450,"1993-07-02 2022-07-16",20.35,7.68,450,"1993-07-02 2022-07-16",10.39,1.85,450,"1993-07-02 2022-07-16",68.68,14.11,450,"1993-07-02 2022-07-16",10.81,1.96,450,"1993-07-02 2022-07-16",1.93,2.98,450,"1993-07-02 2022-07-16",2.51,7.85,447,"1993-07-02 2022-07-16",2.51,7.85,447,"1993-07-02 2022-07-16",0,0,447,"1993-07-02 2022-07-16",0,0,417,"1993-07-02 2022-07-16",,,,
2023-07-08,13.14,1.43,450,"1993-07-01 2022-07-15",97.54,2.6,450,"1993-07-01 2022-07-15",18.29,2.8,450,"1993-07-01 2022-07-15",20.5,7.82,450,"1993-07-01 2022-07-15",10.31,1.89,450,"1993-07-01 2022-07-15",68.82,13.87,450,"1993-07-01 2022-07-15",10.77,1.94,450,"1993-07-01 2022-07-15",2.01,3.06,450,"1993-07-01 2022-07-15",2.35,7.65,447,"1993-07-01 2022-07-15",2.35,7.65,447,"1993-07-01 2022-07-15",0,0,447,"1993-07-01 2022-07-15",0,0,417,"1993-07-01 2022-07-15",,,,
2023-07-07,13.11,1.43,450,"1993-06-30 2022-07-14",97.57,2.62,450,"1993-06-30 2022-07-14",18.26,2.85,450,"1993-06-30 2022-07-14",20.46,7.86,450,"1993-06-30 2022-07-14",10.23,1.92,450,"1993-06-30 2022-07-14",68.66,13.96,450,"1993-06-30 2022-07-14",10.75,1.94,450,"1993-06-30 2022-07-14",1.92,3,450,"1993-06-30 2022-07-14",2.29,7.37,446,"1993-06-30 2022-07-14",2.29,7.37,446,"1993-06-30 2022-07-14",0,0,446,"1993-06-30 2022-07-14",0,0,416,"1993-06-30 2022-07-14",,,,
2023-07-06,13.07,1.42,450,"1993-06-29 2022-07-13",97.56,2.63,450,"1993-06-29 2022-07-13",18.2,2.9,450,"1993-06-29 2022-07-13",20.28,7.82,450,"1993-06-29 2022-07-13",10.16,1.95,450,"1993-06-29 2022-07-13",68.67,14.21,450,"1993-06-29 2022-07-13",10.71,1.95,450,"1993-06-29 2022-07-13",1.99,3.12,450,"1993-06-29 2022-07-13",2.33,7.39,446,"1993-06-29 2022-07-13",2.33,7.39,446,"1993-06-29 2022-07-13",0,0,446,"1993-06-29 2022-07-13",0,0,416,"1993-06-29 2022-07-13",,,,
2023-07-05,13.04,1.46,450,"1993-06-28 2022-07-12",97.51,2.69,450,"1993-06-28 2022-07-12",18.22,3.08,450,"1993-06-28 2022-07-12",20.38,7.76,450,"1993-06-28 2022-07-12",10.1,1.99,450,"1993-06-28 2022-07-12",68.53,14.63,450,"1993-06-28 2022-07-12",10.65,2,450,"1993-06-28 2022-07-12",2.04,3.2,450,"1993-06-28 2022-07-12",2.3,7.14,445,"1993-06-28 2022-07-12",2.3,7.14,445,"1993-06-28 2022-07-12",0,0,445,"1993-06-28 2022-07-12",0,0,415,"1993-06-28 2022-07-12",,,,
2023-07-04,13.01,1.5,450,"1993-06-27 2022-07-11",97.41,2.68,450,"1993-06-27 2022-07-11",18.24,3.24,450,"1993-06-27 2022-07-11",20.44,7.79,450,"1993-06-27 2022-07-11",10.03,1.99,450,"1993-06-27 2022-07-11",68.21,14.74,450,"1993-06-27 2022-07-11",10.65,1.99,450,"1993-06-27 2022-07-11",2.05,3.18,450,"1993-06-27 2022-07-11",2.37,7.18,445,"1993-06-27 2022-07-11",2.37,7.18,445,"1993-06-27 2022-07-11",0,0,445,"1993-06-27 2022-07-11",0,0,415,"1993-06-27 2022-07-11",,,,
2023-07-03,12.98,1.52,450,"1993-06-26 2022-07-10",97.36,2.74,450,"1993-06-26 2022-07-10",18.22,3.32,450,"1993-06-26 2022-07-10",20.43,7.7,450,"1993-06-26 2022-07-10",9.97,2.01,450,"1993-06-26 2022-07-10",68.17,14.97,450,"1993-06-26 2022-07-10",10.62,1.99,450,"1993-06-26 2022-07-10",2.04,3.18,450,"1993-06-26 2022-07-10",2.4,7.25,443,"1993-06-26 2022-07-10",2.4,7.25,443,"1993-06-26 2022-07-10",0,0,443,"1993-06-26 2022-07-10",0,0,413,"1993-06-26 2022-07-10",,,,
2023-07-02,12.94,1.54,450,"1993-06-25 2022-07-09",97.34,2.75,450,"1993-06-25 2022-07-09",18.2,3.4,450,"1993-06-25 2022-07-09",20.39,7.66,450,"1993-06-25 2022-07-09",9.9,2.03,450,"1993-06-25 2022-07-09",67.98,14.94,450,"1993-06-25 2022-07-09",10.57,2.01,450,"1993-06-25 2022-07-09",2.08,3.28,450,"1993-06-25 2022-07-09",2.42,7.31,441,"1993-06-25 2022-07-09",2.42,7.31,441,"1993-06-25 2022-07-09",0,0,441,"1993-06-25 2022-07-09",0,0,411,"1993-06-25 2022-07-09",,,,
2023-07-01,12.89,1.56,450,"1993-06-24 2022-07-08",97.36,2.71,450,"1993-06-24 2022-07-08",18.1,3.44,450,"1993-06-24 2022-07-08",20.34,7.62,450,"1993-06-24 2022-07-08",9.85,2.05,450,"1993-06-24 2022-07-08",68.17,15.22,450,"1993-06-24 2022-07-08",10.55,2.01,450,"1993-06-24 2022-07-08",2.04,3.26,450,"1993-06-24 2022-07-08",2.47,7.22,440,"1993-06-24 2022-07-08",2.47,7.22,440,"1993-06-24 2022-07-08",0,0,440,"1993-06-24 2022-07-08",0,0,410,"1993-06-24 2022-07-08",,,,
2023-06-30,12.81,1.59,450,"1993-06-23 2022-07-07",97.3,2.82,450,"1993-06-23 2022-07-07",17.97,3.45,450,"1993-06-23 2022-07-07",20.33,7.66,450,"1993-06-23 2022-07-07",9.74,2.07,450,"1993-06-23 2022-07-07",68.16,15.21,450,"1993-06-23 2022-07-07",10.46,2.04,450,"1993-06-23 2022-07-07",2.05,3.26,450,"1993-06-23 2022-07-07",2.75,7.57,439,"1993-06-23 2022-07-07",2.75,7.57,439,"1993-06-23 2022-07-07",0,0,439,"1993-06-23 2022-07-07",0,0,409,"1993-06-23 2022-07-07",,,,
2023-06-29,12.71,1.63,450,"1993-06-22 2022-07-06",97.24,2.95,450,"1993-06-22 2022-07-06",17.85,3.42,450,"1993-06-22 2022-07-06",20.21,7.59,450,"1993-06-22 2022-07-06",9.66,2.07,450,"1993-06-22 2022-07-06",68.23,15.15,450,"1993-06-22 2022-07-06",10.38,2.04,450,"1993-06-22 2022-07-06",2.06,3.34,450,"1993-06-22 2022-07-06",2.48,6.37,438,"1993-06-22 2022-07-06",2.48,6.37,438,"1993-06-22 2022-07-06",0,0,438,"1993-06-22 2022-07-06",0,0,408,"1993-06-22 2022-07-06",,,,
2023-06-28,12.66,1.65,450,"1993-06-21 2022-07-05",97.18,3,450,"1993-06-21 2022-07-05",17.81,3.47,450,"1993-06-21 2022-07-05",20.26,7.57,450,"1993-06-21 2022-07-05",9.59,2.05,450,"1993-06-21 2022-07-05",68.14,15.06,450,"1993-06-21 2022-07-05",10.33,2.02,450,"1993-06-21 2022-07-05",2.08,3.32,450,"1993-06-21 2022-07-05",2.44,6.31,437,"1993-06-21 2022-07-05",2.44,6.31,437,"1993-06-21 2022-07-05",0,0,437,"1993-06-21 2022-07-05",0,0,407,"1993-06-21 2022-07-05",,,,
2023-06-27,12.59,1.67,450,"1993-06-20 2022-07-04",97.11,3.11,450,"1993-06-20 2022-07-04",17.72,3.45,450,"1993-06-20 2022-07-04",20.45,7.71,450,"1993-06-20 2022-07-04",9.52,2.04,450,"1993-06-20 2022-07-04",68.22,14.83,450,"1993-06-20 2022-07-04",10.27,2.01,450,"1993-06-20 2022-07-04",2.14,3.38,450,"1993-06-20 2022-07-04",2.28,5.72,436,"1993-06-20 2022-07-04",2.28,5.72,436,"1993-06-20 2022-07-04",0,0,436,"1993-06-20 2022-07-04",0,0,406,"1993-06-20 2022-07-04",,,,
2023-06-26,12.51,1.71,450,"1993-06-19 2022-07-03",97.05,3.2,450,"1993-06-19 2022-07-03",17.66,3.45,450,"1993-06-19 2022-07-03",20.5,7.78,450,"1993-06-19 2022-07-03",9.44,2.08,450,"1993-06-19 2022-07-03",68.13,14.88,450,"1993-06-19 2022-07-03",10.19,2.06,450,"1993-06-19 2022-07-03",2.19,3.4,450,"1993-06-19 2022-07-03",2.31,5.74,435,"1993-06-19 2022-07-03",2.31,5.74,435,"1993-06-19 2022-07-03",0,0,435,"1993-06-19 2022-07-03",0,0,405,"1993-06-19 2022-07-03",,,,
2023-06-25,12.44,1.75,450,"1993-06-18 2022-07-02",96.94,3.33,450,"1993-06-18 2022-07-02",17.6,3.44,450,"1993-06-18 2022-07-02",20.62,7.86,450,"1993-06-18 2022-07-02",9.38,2.09,450,"1993-06-18 2022-07-02",68.04,14.73,450,"1993-06-18 2022-07-02",10.18,2.07,450,"1993-06-18 2022-07-02",2.22,3.5,450,"1993-06-18 2022-07-02",2.28,5.72,434,"1993-06-18 2022-07-02",2.28,5.72,434,"1993-06-18 2022-07-02",0,0,434,"1993-06-18 2022-07-02",0,0,404,"1993-06-18 2022-07-02",,,,
2023-06-24,12.38,1.77,450,"1993-06-17 2022-07-01",96.93,3.29,450,"1993-06-17 2022-07-01",17.49,3.47,450,"1993-06-17 2022-07-01",20.5,7.79,450,"1993-06-17 2022-07-01",9.32,2.05,450,"1993-06-17 2022-07-01",68.12,14.7,450,"1993-06-17 2022-07-01",10.12,2.05,450,"1993-06-17 2022-07-01",2.14,3.47,450,"1993-06-17 2022-07-01",2.24,5.59,433,"1993-06-17 2022-07-01",2.24,5.59,433,"1993-06-17 2022-07-01",0,0,433,"1993-06-17 2022-07-01",0,0,403,"1993-06-17 2022-07-01",,,,
2023-06-23,12.32,1.78,450,"1993-06-16 2022-06-30",96.98,3.32,450,"1993-06-16 2022-06-30",17.45,3.47,450,"1993-06-16 2022-06-30",20.42,7.71,450,"1993-06-16 2022-06-30",9.24,2.04,450,"1993-06-16 2022-06-30",67.87,14.89,450,"1993-06-16 2022-06-30",10.01,2.1,450,"1993-06-16 2022-06-30",2.07,3.38,450,"1993-06-16 2022-06-30",2.71,7.28,432,"1993-06-16 2022-06-30",2.71,7.28,432,"1993-06-16 2022-06-30",0,0,432,"1993-06-16 2022-06-30",0,0,402,"1993-06-16 2022-06-30",,,,
2023-06-22,12.19,1.81,450,"1993-06-15 2022-06-29",96.89,3.3,450,"1993-06-15 2022-06-29",17.37,3.39,450,"1993-06-15 2022-06-29",20.58,7.8,450,"1993-06-15 2022-06-29",9.12,2.07,450,"1993-06-15 2022-06-29",67.74,14.77,450,"1993-06-15 2022-06-29",9.89,2.12,450,"1993-06-15 2022-06-29",2.08,3.41,450,"1993-06-15 2022-06-29",2.76,7.29,432,"1993-06-15 2022-06-29",2.76,7.29,432,"1993-06-15 2022-06-29",0,0,432,"1993-06-15 2022-06-29",0,0,402,"1993-06-15 2022-06-29",,,,
2023-06-21,12.06,1.86,450,"1993-06-14 2022-06-28",96.81,3.33,450,"1993-06-14 2022-06-28",17.24,3.35,450,"1993-06-14 2022-06-28",20.78,7.78,450,"1993-06-14 2022-06-28",9.02,2.04,450,"1993-06-14 2022-06-28",67.58,14.5,450,"1993-06-14 2022-06-28",9.81,2.1,450,"1993-06-14 2022-06-28",2.11,3.43,450,"1993-06-14 2022-06-28",2.87,7.39,432,"1993-06-14 2022-06-28",2.87,7.39,432,"1993-06-14 2022-06-28",0,0,432,"1993-06-14 2022-06-28",0,0,402,"1993-06-14 2022-06-28",,,,
2023-06-20,11.94,1.82,450,"1993-06-13 2022-06-27",96.78,3.34,450,"1993-06-13 2022-06-27",17.04,3.16,450,"1993-06-13 2022-06-27",21,7.86,450,"1993-06-13 2022-06-27",8.91,2.01,450,"1993-06-13 2022-06-27",67.62,13.98,450,"1993-06-13 2022-06-27",9.76,2.05,450,"1993-06-13 2022-06-27",2.22,3.44,450,"1993-06-13 2022-06-27",2.97,7.92,432,"1993-06-13 2022-06-27",2.97,7.92,432,"1993-06-13 2022-06-27",0,0,432,"1993-06-13 2022-06-27",0,0,402,"1993-06-13 2022-06-27",,,,
2023-06-19,11.82,1.78,450,"1993-06-12 2022-06-26",96.8,3.34,450,"1993-06-12 2022-06-26",16.87,3.01,450,"1993-06-12 2022-06-26",21.07,7.86,450,"1993-06-12 2022-06-26",8.81,2,450,"1993-06-12 2022-06-26",67.76,13.82,450,"1993-06-12 2022-06-26",9.62,2.05,450,"1993-06-12 2022-06-26",2.23,3.43,450,"1993-06-12 2022-06-26",3.27,8.44,432,"1993-06-12 2022-06-26",3.27,8.44,432,"1993-06-12 2022-06-26",0,0,432,"1993-06-12 2022-06-26",0,0,402,"1993-06-12 2022-06-26",,,,
2023-06-18,11.69,1.74,450,"1993-06-11 2022-06-25",96.78,3.38,450,"1993-06-11 2022-06-25",16.67,2.82,450,"1993-06-11 2022-06-25",21.07,8.06,450,"1993-06-11 2022-06-25",8.7,1.97,450,"1993-06-11 2022-06-25",67.82,13.33,450,"1993-06-11 2022-06-25",9.53,1.99,450,"1993-06-11 2022-06-25",2.34,3.5,450,"1993-06-11 2022-06-25",3.31,8.49,433,"1993-06-11 2022-06-25",3.31,8.49,433,"1993-06-11 2022-06-25",0,0,433,"1993-06-11 2022-06-25",0,0,403,"1993-06-11 2022-06-25",,,,
2023-06-17,11.57,1.68,450,"1993-06-10 2022-06-24",96.76,3.38,450,"1993-06-10 2022-06-24",16.46,2.67,450,"1993-06-10 2022-06-24",20.9,7.98,450,"1993-06-10 2022-06-24",8.64,1.95,450,"1993-06-10 2022-06-24",68.25,13.2,450,"1993-06-10 2022-06-24",9.47,1.96,450,"1993-06-10 2022-06-24",2.4,3.45,450,"1993-06-10 2022-06-24",3.48,8.51,433,"1993-06-10 2022-06-24",3.48,8.51,433,"1993-06-10 2022-06-24",0,0,433,"1993-06-10 2022-06-24",0,0,403,"1993-06-10 2022-06-24",,,,
2023-06-16,11.46,1.65,450,"1993-06-09 2022-06-23",96.68,3.37,450,"1993-06-09 2022-06-23",16.32,2.65,450,"1993-06-09 2022-06-23",21.02,8.04,450,"1993-06-09 2022-06-23",8.56,1.92,450,"1993-06-09 2022-06-23",68.45,13.14,450,"1993-06-09 2022-06-23",9.36,1.95,450,"1993-06-09 2022-06-23",2.46,3.5,450,"1993-06-09 2022-06-23",3.8,8.92,433,"1993-06-09 2022-06-23",3.8,8.92,433,"1993-06-09 2022-06-23",0,0,433,"1993-06-09 2022-06-23",0,0,403,"1993-06-09 2022-06-23",,,,
